FID,ppt_ID,strmMap_id,upSlp_acre,wshed_name,imputed_sm,imputedPpt,base_fc,conf
4452,5535,0,564, ,4,3637,0.0000000,4
4453,5497,406,98498,Upper Entiat,0,5497,29.8743992,10
4454,5425,422,1223,Chiwawa,0,5425,51.0000000,10
4455,5544,423,1101,Upper Entiat,0,5544,37.3484001,10
4456,5540,421,504,Chiwawa,0,5540,51.0000000,10
4457,5518,0,783, ,1,5504,9.0000000,3
4458,5550,0,5623, ,1,4476,48.4584999,2
4459,5520,456,7482,Chiwawa,0,5520,53.1335983,10
4460,5474,0,2489129, ,4,5474,21.5410995,4
4461,5554,0,1990, ,2,3818,56.0563011,3
4462,5555,0,685, ,2,3697,50.0000000,2
4463,5552,469,1497,Chiwawa,0,5552,64.0856018,10
4464,5558,0,2072, ,1,1827,0.5936290,2
4465,5548,0,58226, ,1,613,50.0270996,1
4466,5567,0,1131, ,2,500,45.8706017,2
4467,5557,0,2491211, ,4,5557,21.5240002,4
4468,5543,0,1761, ,1,1613,7.4626398,2
4469,5589,0,1590, ,4,5304,17.2021999,4
4470,5583,0,8825, ,4,5253,23.0814991,4
4471,5569,0,1067, ,6,430,16.0300007,9
4472,5532,0,617, ,1,3674,1.9935200,3
4473,5594,0,459, ,4,2097,19.9129009,5
4474,5596,0,1076, ,1,974,0.0000000,4
4475,5592,0,405, ,4,1037,15.9210997,4
4476,5460,453,1423,Chiwawa,0,5460,61.0858002,10
4477,5525,0,1929, ,4,1776,27.0279999,4
4478,5531,0,1124, ,4,1810,33.0000000,4
4479,5513,460,92118,Chiwawa,0,5513,35.8805008,10
4480,5610,461,512,Upper Entiat,0,5610,29.8829994,10
4481,5613,459,361,Upper Entiat,0,5613,46.0000000,10
4482,5614,0,7421, ,4,5520,22.6602001,4
4483,5615,0,1362, ,4,994,25.3917999,4
4484,5570,0,2491248, ,4,5570,21.5335007,4
4485,5621,0,392, ,2,4177,23.8777008,2
4486,5622,0,2393, ,1,726,6.0050101,2
4487,5582,0,647, ,6,1764,12.0370998,7
4488,5629,0,917, ,6,1576,23.0501995,7
4489,5556,464,9477,Chiwawa,0,5556,55.0346985,10
4490,5635,484,693,Chiwawa,0,5635,0.0000000,10
4491,5561,0,2682, ,5,1919,19.2493992,5
4492,5637,0,1860, ,4,1955,27.0000000,4
4493,5588,0,631, ,4,1257,65.2061996,4
4494,5631,471,10226,Chiwawa,0,5631,51.3035011,10
4495,5605,470,93691,Chiwawa,0,5605,36.2794991,10
4496,5639,0,6472, ,5,1993,21.5841007,5
4497,5641,0,61126, ,1,627,50.1645012,1
4498,5644,0,832, ,4,1811,31.0000000,4
4499,5626,0,5337, ,5,1555,22.4736004,5
4500,5657,0,847, ,4,1811,16.0377998,4
4501,5675,0,571, ,2,140,37.8669014,2
4502,5676,0,385, ,2,1387,56.0000000,2
4503,5545,428,100816,Upper Entiat,0,5545,30.0610008,10
4504,5491,427,1429,Upper Entiat,0,5491,40.0559998,10
4505,5677,447,542,Upper Entiat,0,5677,42.0000000,10
4506,5462,0,99216, ,1,5497,28.9058990,2
4507,5581,412,1204,Upper Entiat,0,1849,15.9734001,10
4508,5649,411,933,Upper Entiat,0,1576,28.0000000,10
4509,5671,0,427, ,4,5294,30.1406994,4
4510,5576,0,917, ,6,1576,26.0000000,5
4511,5670,0,404, ,5,1037,0.0000000,5
4512,5595,0,1083, ,1,430,5.0092402,4
4513,5679,432,103093,Upper Entiat,0,5545,30.2880001,10
4514,5642,0,62900, ,1,627,50.4504013,1
4515,5700,460,771,Upper Entiat,0,1351,39.8961983,10
4516,5711,0,462, ,5,809,49.2122993,5
4517,5701,436,103923,Upper Entiat,0,5545,30.3640003,10
4518,5547,435,1291,Upper Entiat,0,5425,33.0512009,10
4519,5575,0,1388, ,1,744,10.0000000,3
4520,5661,0,1130, ,2,5305,17.0000000,2
4521,5739,0,442, ,4,1946,31.0000000,4
4522,5740,0,451, ,4,1946,20.0000000,5
4523,5695,0,739, ,4,1718,28.0000000,4
4524,5693,0,529, ,2,148,35.0000000,2
4525,5682,0,489, ,2,4127,0.0000000,3
4526,5681,0,100405, ,1,800,29.0063992,2
4527,5689,0,64033, ,1,4976,50.5148010,1
4528,5733,0,499, ,2,5245,29.0000000,3
4529,5762,0,515, ,1,175,63.4765015,4
4530,5763,0,339, ,1,3778,37.0085983,2
4531,5606,0,4019, ,5,1098,28.9724007,5
4532,5546,489,3434,Chiwawa,0,5546,53.0259018,10
4533,5772,0,454, ,1,250,0.0000000,5
4534,5712,490,1080,Chiwawa,0,5712,61.7705994,10
4535,5593,0,1756, ,1,1613,51.0867004,2
4536,5782,0,4321, ,1,89,36.0798988,3
4537,5694,0,1661, ,4,928,26.6086006,4
4538,5789,0,4848, ,4,1992,26.1893997,4
4539,5741,0,3235, ,1,4341,10.2286997,3
4540,5807,0,1398, ,1,744,17.0244007,3
4541,5744,456,106210,Upper Entiat,0,5643,30.4771004,10
4542,5691,455,3103,Upper Entiat,0,1607,14.6168003,10
4543,5769,0,1116, ,2,3698,51.6677017,2
4544,5808,0,458, ,1,1930,55.4016991,5
4545,5833,0,652, ,6,5057,0.0000000,5
4546,5821,0,1598, ,4,5304,59.0797997,4
4547,5697,0,2277, ,1,206,4.0004001,2
4548,5510,0,6580, ,4,5249,44.4323997,4
4549,5799,0,5154, ,1,5447,13.7102003,2
4550,5823,0,470, ,6,2101,67.7108994,8
4551,5690,0,1279, ,2,597,46.2159996,3
4552,5809,0,1779, ,1,254,52.3400002,3
4553,5832,0,1302, ,2,3534,0.0000000,2
4554,5806,0,432, ,4,5303,62.0000000,4
4555,5770,442,1079,Upper Entiat,0,5712,25.0464001,10
4556,5838,0,580, ,4,5471,58.7966995,4
4557,5811,452,930,Upper Entiat,0,4606,28.0000000,10
4558,5825,0,361, ,1,2077,1.0055500,6
4559,5826,0,7713, ,1,3714,10.6929998,2
4560,5829,0,791, ,1,5504,22.0555992,3
4561,5858,0,12584, ,1,1511,10.2470999,2
4562,5643,492,105067,Chiwawa,0,5643,37.8613014,10
4563,5778,493,4783,Chiwawa,0,5778,55.2215004,10
4564,5876,481,753,Upper Entiat,0,1432,36.0956001,10
4565,5864,473,109927,Upper Entiat,0,5862,29.9876003,10
4566,5873,0,518, ,4,1318,0.0000000,4
4567,5884,463,110713,Upper Entiat,6,5862,30.2411003,9
4568,5893,474,4481,Upper Entiat,0,5778,30.1576004,10
4569,5839,469,2577,Upper Entiat,0,1550,26.7861004,10
4570,5788,0,8024, ,1,3853,43.2840004,2
4571,5920,476,1788,Upper Entiat,0,1065,35.0391998,10
4572,5898,0,6103, ,1,1993,55.1894989,2
4573,5751,0,2189, ,5,4924,28.7511997,5
4574,5755,0,788, ,6,4750,0.0000000,9
4575,5863,0,450, ,1,558,3.0000000,5
4576,5856,0,8317, ,1,5253,10.2284002,2
4577,5909,0,4844, ,1,5151,54.4670982,2
4578,5867,0,573, ,4,5471,65.2270966,4
4579,5877,0,8079, ,1,5414,25.8215008,2
4580,5911,0,1239, ,1,4272,58.9048004,3
4581,5868,0,828, ,6,5157,63.1523018,5
4582,5568,0,2041, ,1,5280,15.0000000,2
4583,5905,493,439,Upper Entiat,0,1794,37.6547012,10
4584,5895,487,115264,Upper Entiat,6,5895,30.2422009,9
4585,5927,0,10678, ,1,4664,9.1359997,2
4586,5930,0,1544, ,1,4648,18.0233994,3
4587,5904,0,3203, ,4,607,22.1825008,4
4588,5860,0,1431, ,2,4632,37.0517998,2
4589,5912,0,1517, ,4,5304,59.1068993,4
4590,5862,494,110452,Chiwawa,0,5862,38.6669006,10
4591,5885,0,688, ,2,4495,55.0000000,2
4592,5903,0,461, ,2,242,61.0000000,3
4593,5881,0,580, ,2,3999,32.0000000,3
4594,5804,0,811, ,1,3843,34.9137001,3
4595,5924,0,457, ,1,1930,5.9737601,5
4596,5956,0,18935, ,1,160,49.9602013,2
4597,5961,0,19747, ,1,1301,49.4711990,2
4598,5941,0,501, ,1,499,11.0000000,4
4599,5944,0,571, ,5,1963,21.0000000,5
4600,5902,0,14931, ,1,1246,48.8231010,2
4601,5967,0,20682, ,1,602,48.9213982,2
4602,5754,0,1309, ,1,487,40.2448006,3
4603,5971,0,515, ,6,1066,39.0000000,8
4604,5974,0,993, ,1,316,55.0000000,4
4605,5913,0,695, ,6,741,26.0748005,5
4606,5709,0,2759, ,1,3647,23.0000000,2
4607,5982,0,377, ,5,1108,21.0000000,5
4608,5983,0,530, ,1,148,24.3859997,4
4609,5934,0,505, ,6,5245,15.0000000,5
4610,5926,0,518, ,5,663,20.0000000,5
4611,5970,0,8968, ,4,5152,45.0847015,4
4612,5910,0,938, ,6,5130,48.1025009,9
4613,5981,0,1362, ,5,994,30.1299000,6
4614,5988,0,1981, ,4,1776,26.1793995,4
4615,5872,0,974, ,1,891,8.9815302,4
4616,5959,0,649, ,1,3697,12.9600000,4
4617,5980,0,502, ,4,4670,55.1539993,4
4618,6006,0,41142, ,1,437,43.4236984,2
4619,5979,0,414, ,5,226,14.0000000,6
4620,5997,0,427, ,2,1413,3.0000000,3
4621,5914,0,10634, ,1,3932,23.5228996,2
4622,6000,0,387, ,5,4228,2.0103500,5
4623,5986,0,393, ,5,4339,49.7458000,5
4624,5989,0,2565, ,5,1550,24.9561996,5
4625,5946,0,596, ,4,4823,0.0000000,4
4626,5985,0,3606, ,1,3693,23.3104000,2
4627,5996,0,44002, ,1,4634,44.0707016,1
4628,6019,0,37863, ,1,358,42.9613991,2
4629,6024,0,762, ,2,3843,45.2364998,3
4630,5917,0,3898, ,2,1098,42.9612999,4
4631,5963,0,722, ,1,391,2.0000000,4
4632,6026,0,245908, ,1,6026,39.7689018,1
4633,5975,0,22085, ,1,989,48.4171982,2
4634,6027,0,15651, ,1,4700,35.2209015,2
4635,6003,0,457, ,2,262,53.5284004,2
4636,5992,0,432, ,2,869,43.3991013,3
4637,5948,0,112360, ,6,5862,39.0350990,5
4638,6021,0,38733, ,1,4677,43.0214005,2
4639,6046,0,70912, ,2,5282,44.4249992,2
4640,5892,0,1441, ,2,4632,33.9528008,2
4641,5987,0,798, ,4,2044,26.0652008,4
4642,5940,0,791, ,1,5504,4.0202498,3
4643,5993,0,10421, ,2,512,45.4664001,2
4644,6031,0,929, ,1,43,4.0086198,4
4645,5949,0,1117, ,4,1890,56.0000000,4
4646,6059,0,467, ,5,5139,53.0000000,5
4647,6060,0,1968, ,4,1776,30.9683990,4
4648,6029,0,112953, ,2,6029,39.0670013,2
4649,6058,0,1833, ,2,1065,55.2439995,3
4650,6057,0,479, ,4,5540,48.2005997,4
4651,6036,510,496,Upper Entiat,0,5245,20.0000000,10
4652,5918,507,117410,Upper Entiat,0,5918,30.3815994,10
4653,6065,0,2133, ,1,559,51.2485008,2
4654,6066,0,349, ,1,4704,56.9669991,2
4655,6010,494,1229,Upper Entiat,0,1885,25.9577007,10
4656,6086,495,678,Upper Entiat,0,741,36.0000000,10
4657,6015,0,11460, ,1,2094,22.6573009,2
4658,6097,0,359, ,1,211,0.0000000,6
4659,5939,0,5558, ,2,2012,28.4887009,2
4660,6052,0,2706, ,5,1050,31.3761005,5
4661,6107,0,1772, ,5,1131,24.4146004,5
4662,6064,512,118399,Upper Entiat,0,6064,30.3689003,10
4663,6108,0,739, ,4,1718,28.1518002,4
4664,6017,0,3814, ,4,1098,20.9682999,4
4665,6042,513,1204,Upper Entiat,0,1885,30.0000000,10
4666,6115,0,13872, ,1,106,34.6226997,2
4667,6116,0,546, ,2,3752,31.0000000,2
4668,6085,0,607, ,5,1654,49.0000000,6
4669,6087,0,547, ,6,1610,42.1537018,9
4670,6088,501,2093,Upper Entiat,0,1827,29.5091991,10
4671,6025,0,46588, ,1,4792,44.3757019,1
4672,6134,0,752, ,2,687,44.8805008,3
4673,6145,504,566,Upper Entiat,0,1549,41.0000000,10
4674,6106,506,438,Upper Entiat,0,929,22.0000000,10
4675,6131,505,2684,Upper Entiat,0,1050,31.9430008,10
4676,6099,0,421, ,2,205,27.1282997,2
4677,6105,0,8459, ,2,5097,29.5671005,2
4678,6121,0,14133, ,2,137,43.3460007,2
4679,6054,0,1960, ,1,608,4.0618401,2
4680,6153,0,414, ,5,226,13.0000000,6
4681,6132,0,842, ,4,985,20.0000000,4
4682,6113,0,4676, ,2,5778,22.2084007,3
4683,6152,0,2489, ,6,2202,25.0123997,8
4684,6135,0,47551, ,1,4899,44.4048004,1
4685,6159,0,533, ,5,1066,31.0000000,5
4686,6160,0,12959, ,1,2089,34.9621010,2
4687,6168,0,566, ,4,3764,21.9223003,4
4688,6169,0,1118, ,5,4424,0.0000000,5
4689,6144,0,22749, ,2,735,38.2057991,2
4690,6162,531,399,Upper Entiat,0,703,13.9299002,10
4691,6147,525,398,Upper Entiat,0,703,8.9548197,10
4692,6173,0,661, ,4,1589,47.8549004,4
4693,5962,0,2482, ,5,459,6.4944201,6
4694,6130,0,1070, ,5,5712,52.9010010,6
4695,6180,0,959, ,4,5293,55.5625000,4
4696,5995,0,3778, ,1,267,9.7351398,2
4697,6161,0,49054, ,1,1340,43.4278984,2
4698,6157,0,7370, ,4,5520,23.2329006,4
4699,6186,0,457, ,6,5139,62.2718010,5
4700,6188,0,1086, ,4,5712,25.0000000,4
4701,6191,0,6364, ,1,3782,44.5265999,2
4702,6194,0,6281, ,1,119,19.6858997,2
4703,6133,0,870, ,1,187,1.0023000,2
4704,6197,0,6134, ,1,5476,24.4354000,2
4705,6182,0,7505, ,1,4533,17.2749996,2
4706,6100,0,12526, ,1,789,21.7560997,2
4707,6187,0,49694, ,1,1340,43.6248016,2
4708,6207,0,4405, ,6,5291,38.2313995,5
4709,6209,0,485, ,5,5252,61.2518005,6
4710,6210,0,421, ,2,5303,49.0000000,3
4711,6208,0,54451, ,1,953,43.2839012,1
4712,6034,0,1320, ,4,1444,21.0317993,4
4713,6219,0,2881, ,2,1606,23.2787991,3
4714,6192,0,8769, ,4,5253,23.5030994,4
4715,6117,0,929, ,4,4606,57.6152992,4
4716,6222,0,57498, ,1,613,42.9207993,1
4717,6183,532,1833,Upper Entiat,0,1065,4.9765701,10
4718,6112,521,120217,Upper Entiat,0,6112,30.4018993,10
4719,6220,0,10123, ,2,5631,23.1805992,2
4720,6229,0,851, ,1,1811,23.1625004,2
4721,6193,0,501, ,1,499,7.0000000,4
4722,6177,0,6478, ,1,4854,8.4272299,2
4723,6239,0,11602, ,4,1219,23.3232002,4
4724,6243,0,4421, ,1,4153,43.1367989,3
4725,6247,0,720, ,2,4150,48.0000000,2
4726,6093,0,116213, ,2,6093,39.4301987,2
4727,6179,0,2634, ,2,1050,54.3718987,3
4728,6223,0,58595, ,1,613,43.0307007,1
4729,6252,0,431, ,4,5303,65.0000000,4
4730,6238,0,348, ,4,4704,0.0000000,4
4731,6265,0,59465, ,1,613,43.3801994,1
4732,6016,0,252764, ,1,6016,39.8982010,1
4733,6278,0,120478, ,2,6278,39.8639984,2
4734,6274,0,360, ,4,443,30.0000000,4
4735,6281,0,68342, ,2,5079,44.3269997,2
4736,6277,0,1044, ,6,4890,49.9042015,5
4737,6251,0,118994, ,2,6251,39.7718010,2
4738,6077,0,1745, ,1,1613,13.9840002,2
4739,6282,0,517, ,1,175,29.0000000,4
4740,6287,0,3275, ,4,5281,35.5143013,4
4741,6313,0,1128, ,4,956,47.0000000,4
4742,6150,0,2969, ,1,1438,6.1770501,3
4743,6120,0,2079, ,2,5440,44.2107010,4
4744,6258,0,60462, ,1,613,43.1954994,1
4745,6298,0,5034, ,1,647,25.6173000,2
4746,6299,0,557, ,6,3637,0.0000000,5
4747,6302,0,1348, ,2,3534,46.9303017,2
4748,6304,0,1184, ,2,3698,35.0592003,2
4749,6268,0,373490, ,0,6268,39.8921013,0
4750,6204,0,21000, ,1,602,19.9225006,2
4751,6253,0,654, ,4,1589,47.1439018,4
4752,6181,0,24688, ,1,4242,38.6060982,1
4753,6315,0,889, ,6,1576,37.0831985,5
4754,6030,0,2191, ,4,1827,28.0256004,4
4755,6288,550,1031,Upper Entiat,0,1111,0.0000000,10
4756,6226,548,123110,Upper Entiat,6,6226,30.1226997,9
4757,6231,0,7822, ,1,2072,7.4275899,2
4758,6328,552,124176,Upper Entiat,6,6328,29.8745003,9
4759,6141,551,5622,Upper Entiat,4,4476,28.6501999,4
4760,6343,0,4290, ,1,5291,24.3199997,3
4761,6344,0,377, ,2,3625,30.0000000,2
4762,6348,0,548, ,1,5463,7.0000000,4
4763,6349,0,402, ,5,4177,12.0598001,5
4764,6295,0,63592, ,1,4976,43.3307991,1
4765,6359,0,3694, ,2,434,59.8815994,2
4766,6321,0,27957, ,2,1323,37.7416992,2
4767,6363,0,520, ,5,1066,33.0000000,5
4768,6371,0,3728, ,1,434,24.7922001,2
4769,6372,0,422, ,2,3939,17.0000000,2
4770,6358,0,1948, ,2,209,32.0000000,2
4771,6379,0,642, ,6,5115,43.8630981,5
4772,6352,0,495, ,2,5245,0.0000000,3
4773,6373,0,417, ,2,1907,45.7795982,3
4774,6402,0,2142, ,2,5440,43.4822998,3
4775,6404,0,423, ,2,3939,0.0000000,2
4776,6345,0,1377, ,6,3534,10.1962004,5
4777,6329,0,640, ,1,475,13.0405998,3
4778,6290,0,3668, ,1,434,16.3328991,2
4779,6364,0,28935, ,2,4126,37.6781006,2
4780,6417,0,386, ,5,5251,33.0000000,6
4781,6312,0,374657, ,0,6312,39.9145012,0
4782,6403,0,6324, ,2,1993,45.7230988,3
4783,6383,0,767, ,2,2044,63.3288994,4
4784,6425,0,2778, ,2,1919,58.9734001,3
4785,6362,0,756, ,4,1351,47.3484001,4
4786,6394,0,435, ,5,869,11.0000000,5
4787,6418,0,628, ,5,1654,18.0000000,6
4788,6397,0,3428, ,2,5546,37.6617012,3
4789,6593,0,1719, ,2,1418,58.0000000,3
4790,6414,0,751, ,6,1432,40.0000000,6
4791,6440,0,1312, ,6,2238,45.0000000,8
4792,6438,0,360, ,4,1724,52.0000000,4
4793,6444,0,519, ,5,5463,66.0000000,5
4794,6446,0,442, ,2,262,23.8915997,3
4795,6331,0,741, ,4,2241,9.0000000,4
4796,6384,0,469, ,4,1551,9.9574003,5
4797,6461,0,2384, ,1,726,37.3905983,2
4798,6463,0,489, ,1,5268,52.4262009,4
4799,6412,0,4391, ,1,4153,15.8161001,3
4800,6466,0,2682, ,2,3647,26.2593994,2
4801,6467,0,405, ,1,1037,0.0000000,5
4802,6342,554,130926,Upper Entiat,0,6342,29.8770008,10
4803,6431,0,1235, ,1,4503,13.0275002,3
4804,6464,0,437, ,5,1794,7.6889200,6
4805,6476,0,1068, ,1,4890,33.9418983,4
4806,6479,0,634, ,2,3755,38.1198997,3
4807,6455,0,3294, ,1,5281,40.7677994,2
4808,6382,0,797, ,1,3843,68.0828018,3
4809,6456,0,560, ,2,4912,43.1537018,3
4810,6484,0,780, ,2,2044,55.0000000,4
4811,6462,0,367, ,4,5286,11.0000000,5
4812,6259,0,1373, ,4,2238,18.0000000,4
4813,6260,0,1912, ,4,1776,14.0145998,4
4814,6212,0,2115, ,4,1827,26.0000000,4
4815,6411,0,30590, ,1,4221,37.6682014,1
4816,6483,0,4273, ,1,5291,46.3069992,3
4817,6309,0,1440, ,1,5491,56.3835983,3
4818,6506,0,360, ,4,1724,54.0000000,4
4819,6510,0,436, ,6,5303,61.0000000,5
4820,6514,0,423, ,2,3939,0.0000000,3
4821,6437,0,794, ,1,3843,3.0000000,3
4822,6391,0,1034, ,1,4625,9.0348501,4
4823,6445,0,1464, ,4,5552,58.5750008,4
4824,6427,0,382736, ,0,6427,40.0427017,0
4825,6531,0,842, ,1,824,4.1728501,2
4826,6516,0,5812, ,1,4683,48.9084015,2
4827,6512,0,1158, ,2,3698,0.0000000,3
4828,6447,0,2679, ,1,183,16.5214996,2
4829,6543,0,3165, ,6,4333,18.2591991,8
4830,6521,0,594, ,4,629,27.0911007,4
4831,6544,0,362, ,4,443,27.1494007,4
4832,6504,0,547, ,1,5463,2.9890499,4
4833,6565,0,439, ,1,655,7.0639200,4
4834,6451,0,1742, ,4,1418,9.9068403,4
4835,6571,0,757, ,1,86,7.9788799,3
4836,6399,0,1100, ,1,5544,12.0218000,4
4837,6520,0,546, ,5,734,7.9707298,5
4838,6503,0,4982, ,4,1992,14.9805002,4
4839,6579,0,1119, ,2,3698,29.0000000,2
4840,6580,0,433, ,1,869,7.0000000,4
4841,6540,0,567, ,4,5471,59.0000000,4
4842,6535,0,384613, ,0,6535,40.1211014,0
4843,6594,0,920, ,1,1576,3.0406899,4
4844,6528,0,2059, ,1,4924,5.6940498,2
4845,6477,0,1023, ,1,4199,12.1176004,4
4846,6610,0,554, ,1,1318,8.0289001,4
4847,6563,0,7003, ,4,4377,14.5725002,4
4848,6618,0,11520, ,2,4690,29.7486000,3
4849,6584,0,429, ,4,3781,6.9674101,4
4850,6442,0,808, ,4,2044,13.0321999,4
4851,6630,0,501, ,1,499,2.1463101,4
4852,6631,0,348, ,1,3778,4.0924702,2
4853,6569,0,6370, ,4,1993,14.4099998,4
4854,6471,0,133722, ,0,6471,29.8066006,0
4855,6634,0,140218, ,0,6634,29.1110992,0
4856,6653,0,996, ,4,1339,14.0282001,5
4857,6626,0,1355, ,4,1664,10.9378004,4
4858,6572,0,2487, ,4,2202,9.5285597,4
4859,6663,0,515, ,1,175,3.2013199,4
4860,6513,0,2975, ,2,1606,25.6669998,3
4861,6676,0,1353, ,4,994,24.0056992,4
4862,6667,0,8855, ,1,5097,28.3439999,2
4863,6537,0,8120, ,1,5414,42.4897003,2
4864,6650,0,688, ,5,1176,23.0000000,6
4865,6669,0,439, ,5,655,8.9590397,5
4866,6685,0,466, ,5,1946,25.0000000,5
4867,6651,0,141380, ,0,6651,28.9706993,0
4868,6687,0,570, ,2,357,14.0000000,2
4869,6668,0,796, ,1,3843,3.0075400,3
4870,6605,0,3246, ,1,4341,8.2362700,3
4871,6684,0,373, ,1,1062,13.9468002,6
4872,6599,0,720, ,1,391,10.8372002,4
4873,6696,0,408, ,1,646,25.5335999,5
4874,6645,0,440, ,4,5303,58.0000000,4
4875,6583,0,385948, ,0,6583,40.1627007,0
4876,6677,0,4681, ,6,5778,25.1417999,5
4877,6507,0,34460, ,2,4576,36.9221992,2
4878,6703,0,10646, ,2,3932,30.4992008,3
4879,6704,0,351, ,4,474,0.0000000,4
4880,6654,0,3967, ,4,1098,10.0487003,4
4881,6686,0,1066, ,1,4890,11.7934999,4
4882,6705,0,1042, ,1,4625,4.2415500,4
4883,6712,0,2733, ,2,3647,25.1462002,3
4884,6726,0,5282, ,1,91,28.7903004,2
4885,6731,0,410, ,4,5379,64.3126984,4
4886,6636,0,645, ,5,1654,50.8419991,5
4887,6659,0,819, ,4,5157,57.0000000,4
4888,6732,0,7257, ,2,3809,30.4752007,3
4889,6733,0,3185, ,6,4341,30.3892994,5
4890,6700,0,2081, ,2,5440,49.9519005,3
4891,6620,0,1303, ,4,1664,62.0951996,4
4892,6604,0,1144, ,4,1890,55.9020996,4
4893,6741,0,611, ,1,1257,3.0000000,3
4894,6740,0,17912, ,1,4143,35.6374016,2
4895,6694,0,3986, ,1,3446,8.6647501,3
4896,6751,0,874, ,2,3993,43.5982018,2
4897,6688,0,142535, ,1,6688,28.8792992,2
4898,6755,0,371, ,1,3625,14.0000000,6
4899,6713,0,5565, ,5,1555,10.4918003,5
4900,6765,0,641, ,1,5507,18.0000000,3
4901,6778,0,668, ,1,741,6.5893002,4
4902,6776,0,591562, ,0,6776,18.7113991,0
4903,6772,0,695, ,5,5357,57.0000000,6
4904,6635,0,20668, ,2,924,26.3106003,3
4905,6612,0,985, ,1,3971,6.0000000,4
4906,6747,0,20209, ,1,1209,36.7294998,2
4907,6551,0,2307, ,1,893,37.0320015,2
4908,6784,0,8543, ,1,5097,12.6585999,2
4909,6745,0,424, ,5,3939,7.0000000,6
4910,6764,0,6496, ,4,1993,11.3013000,4
4911,6787,0,2936, ,1,810,28.0189991,3
4912,6701,0,39548, ,2,393,35.5113983,2
4913,6790,0,2799, ,6,954,31.9771996,7
4914,6791,0,771, ,4,5504,19.0000000,4
4915,6621,0,1370, ,1,1925,8.0116796,3
4916,6783,0,10361, ,1,3932,11.9664001,2
4917,6794,0,8152, ,1,5414,12.1667995,2
4918,6788,0,6986, ,2,5349,11.0434999,3
4919,6797,0,352, ,1,1182,24.0000000,6
4920,6800,0,1141, ,2,5081,19.0333996,2
4921,6767,0,439, ,4,869,12.0546999,4
4922,6792,0,40358, ,2,952,35.1963997,2
4923,6734,0,1490, ,4,5491,39.7056007,4
4924,6808,0,390069, ,0,6808,40.2741013,0
4925,6814,0,353, ,2,488,48.4464989,3
4926,6818,0,2332, ,5,726,27.0231991,5
4927,6756,0,143556, ,1,6756,28.8642998,2
4928,6803,0,407, ,5,646,3.0147700,6
4929,6720,0,662, ,4,5036,53.0000000,4
4930,6774,0,477, ,5,5252,59.4958000,6
4931,6541,0,2172, ,4,5440,52.0000000,4
4932,6829,0,388346, ,0,6829,40.2332993,0
4933,6699,0,387829, ,0,6699,40.2090988,0
4934,6826,0,13629, ,2,4742,51.2633018,2
4935,6815,0,439, ,2,1745,50.0000000,4
4936,6832,0,2157, ,5,5440,53.2084007,5
4937,6693,0,981, ,4,891,47.0957985,4
4938,6807,0,945, ,4,4606,55.1165009,4
4939,6841,0,12525, ,2,789,51.5933990,2
4940,6842,0,1173, ,4,1890,51.7293015,4
4941,6735,0,3968, ,2,991,51.8050995,3
4942,6854,0,8406, ,2,5253,51.5200005,2
4943,6838,0,1020, ,1,4565,28.2856007,4
4944,6858,0,2570, ,1,715,22.5368004,2
4945,6796,0,12061, ,1,2095,11.4995003,2
4946,6862,0,1648, ,1,4136,15.0181999,2
4947,6847,0,533, ,6,5677,48.1803017,7
4948,6743,0,1565, ,1,440,30.0000000,3
4949,6872,0,2988, ,4,5159,38.0010986,4
4950,6782,0,22098, ,2,989,27.6170006,3
4951,6785,0,23860, ,1,1430,37.3093987,2
4952,6877,0,488, ,4,5268,55.7706985,4
4953,6876,0,487, ,2,4127,46.0000000,3
4954,6899,0,1940, ,6,5267,34.5942993,5
4955,6835,0,2924, ,2,1606,52.7131996,3
4956,6900,0,14265, ,2,1246,39.1311989,3
4957,6845,0,42453, ,2,4717,34.9071007,2
4958,6917,0,3039, ,2,1607,50.8834000,3
4959,6886,0,371, ,4,5286,53.7092018,4
4960,6912,0,393113, ,0,6912,40.3667984,0
4961,6809,0,392318, ,0,6809,40.3294983,0
4962,6868,0,25530, ,2,4242,28.3519993,2
4963,6744,0,3843, ,2,1098,58.6450996,3
4964,6913,0,623, ,4,1257,62.0000000,4
4965,6822,0,144809, ,1,6822,28.8206005,2
4966,6861,0,14422, ,1,137,11.8970003,2
4967,6923,0,1857, ,1,189,26.7798004,3
4968,6924,0,470, ,1,809,0.0000000,5
4969,6936,0,994, ,2,4906,35.0000000,2
4970,6938,0,607, ,2,5115,31.8946991,2
4971,6902,0,6588, ,2,4377,51.7016983,2
4972,6945,0,1018, ,4,1339,51.1002998,4
4973,6674,0,2866, ,2,1606,28.0000000,3
4974,6863,0,593325, ,0,6863,18.7024994,0
4975,6925,0,703, ,4,2241,42.1194992,4
4976,6955,0,628, ,1,1654,2.0577400,3
4977,6867,0,26637, ,1,1260,37.2742004,2
4978,6957,0,13049, ,2,5302,39.4118004,2
4979,6958,0,816, ,4,2044,36.0000000,4
4980,6909,0,1864, ,1,189,22.0235996,3
4981,6916,0,29427, ,2,4466,32.8807983,2
4982,6910,0,394341, ,0,6910,40.3947983,0
4983,6907,0,56924, ,1,613,35.9635010,1
4984,6969,0,417, ,4,5294,29.1392994,4
4985,6952,0,594061, ,0,6952,18.6854000,0
4986,6976,0,1104, ,4,1111,51.0924988,4
