FID,ppt_ID,strmMap_id,upSlp_acre,wshed_name,imputed_sm,imputedPpt,base_fc
2186,2521,0,489, ,10147,4127,10.0000000
2187,2245,0,2709, ,0,0,0.0000000
2188,2490,0,42140, ,20242,4717,28.5767002
2189,2494,0,191059, ,32089,1262,28.5639000
2190,2546,0,483, ,32801,1946,59.2008018
2191,2378,0,2041, ,31248,559,15.0000000
2192,2503,0,9377, ,10107,3923,26.9864998
2193,2550,0,4605, ,32549,1417,21.3920002
2194,2539,0,963, ,30958,401,9.7767401
2195,2603,0,1138, ,10050,3698,9.9912100
2196,2551,0,1395, ,30306,114,19.4200993
2197,2544,0,2613, ,32640,1661,16.8010006
2198,2553,0,1959, ,10262,4821,27.0000000
2199,2497,0,675361, ,0,0,23.1005993
2200,2560,0,961, ,0,0,0.0000000
2201,2557,0,740, ,10163,4168,5.0000000
2202,2492,0,818, ,32705,1811,13.9828997
2203,2531,2976,5247, ,10069,3770,28.9888000
2204,2561,0,3906, ,10067,3693,22.0718994
2205,2549,0,7120, ,20374,5349,20.5321999
2206,2564,2989,839, ,10122,3993,10.0118999
2207,2547,0,191678, ,32089,1262,28.6439991
2208,2525,0,744, ,32958,2241,23.0308990
2209,2509,0,2414, ,20284,4889,24.8491993
2210,2511,0,577, ,31237,663,11.0000000
2211,2435,0,1257, ,32935,2238,36.0000000
2212,2469,0,1259, ,10020,3534,3.0023799
2213,2572,0,9216, ,20360,5350,19.4909992
2214,2446,0,2312, ,20284,4889,5.0021601
2215,2566,0,348, ,10037,3681,17.0489006
2216,2570,0,831, ,10122,3993,21.0000000
2217,2571,0,6523, ,10204,4498,24.2950001
