FID,ppt_ID,strmMap_id,upSlp_acre,wshed_name,imputed_sm,imputedPpt,base_fc
2928,3352,0,2322, ,32912,2202,42.5770988
2929,3450,0,544, ,10072,3752,13.9743004
2930,3425,0,8502, ,10379,5152,8.4277802
2931,3468,0,362, ,10037,3681,7.0193400
2932,3368,0,676, ,0,0,0.0000000
2933,3386,0,2073, ,10412,5440,38.6265984
2934,3474,0,28616, ,10142,4077,39.3867989
2935,3421,0,4549, ,20107,4153,27.1404991
2936,3457,0,3561, ,10489,5546,21.0454998
2937,3445,0,29402, ,32225,1378,23.1040993
2938,3444,0,582, ,32735,1963,23.0000000
2939,3413,0,1788, ,10071,3760,32.0129013
2940,3470,0,930354, ,0,0,24.5396996
2941,3484,0,485, ,10147,4127,2.0000000
2942,3486,0,964, ,20205,4497,31.0000000
2943,3485,0,368, ,10037,3681,0.0000000
2944,3448,0,491, ,10383,5252,4.0081501
2945,3417,0,765, ,32577,1718,30.0391998
2946,3483,0,1062, ,32695,1890,10.0094004
2947,3492,0,5786, ,10079,3782,37.2136002
2948,3407,0,850, ,10122,3993,22.0000000
2949,3490,0,1044, ,10050,3698,35.0335007
2950,3478,0,948870, ,0,0,15.6027002
2951,3494,0,488, ,32593,1532,43.1762009
2952,3503,0,1999, ,30322,95,33.5023003
2953,3511,0,1467, ,32791,1671,27.3271999
2954,3512,0,457, ,20339,5201,49.1072006
2955,3506,0,31187, ,32225,1378,24.0020008
2956,3463,0,457, ,0,0,0.0000000
2957,3467,0,1357, ,10020,3534,14.8430004
2958,3481,0,680, ,10040,3697,8.9867601
2959,3518,0,472, ,30275,129,33.0699005
2960,3520,0,1964, ,10114,3957,11.4705000
2961,3522,0,925, ,30159,43,22.0000000
2962,3514,0,31712, ,32225,1378,24.1891994
2963,3525,0,445, ,0,0,0.0000000
2964,3441,0,1135, ,10050,3698,14.0122995
2965,3523,0,41464, ,20242,4717,25.0839996
2966,3480,0,6038, ,32834,1993,33.3219986
2967,3495,0,490, ,10147,4127,0.0000000
2968,3513,0,3625, ,31029,615,38.6898994
2969,3533,0,22636, ,20113,4227,32.1918983
2970,3532,0,23166, ,20113,4227,31.4654999
2971,3528,0,147746, ,31883,1132,14.0994997
2972,3536,0,372, ,10037,3681,31.9139996
2973,3537,0,5520, ,10069,3770,4.0922098
2974,3349,0,1482, ,10180,4316,25.0000000
2975,3491,0,1720, ,32256,1418,8.4825602
2976,3510,0,456, ,31510,977,5.9868398
2977,3539,0,9808, ,10107,3923,35.4445992
2978,3499,0,1146, ,30192,61,17.0445004
2979,3498,0,2424, ,32912,2202,30.4559002
2980,3529,0,33191, ,20193,4504,25.3335991
2981,3370,0,11693, ,10244,4690,31.0758991
2982,3545,0,610, ,10240,4732,44.0000000
2983,3546,0,10002, ,10107,3923,34.8316994
2984,3521,0,950419, ,0,0,15.5999002
2985,3547,0,2225, ,31224,693,27.0000000
2986,3548,0,35612, ,20209,4644,25.5459995
2987,3540,0,11340, ,10244,4690,33.9939003
2988,3551,0,2071, ,31248,559,18.0086994
2989,3552,0,773, ,32577,1718,51.0660019
2990,3488,0,931198, ,0,0,24.5195999
2991,3394,0,1480, ,10180,4316,14.0094995
2992,3535,0,24350, ,20118,4242,30.7238998
2993,3557,0,922, ,10150,4033,32.0000000
2994,3508,0,611, ,10240,4732,34.0000000
2995,3507,0,700, ,10040,3697,40.0000000
2996,3534,20,1323,Chiwawa,10020,3534,10.1814003
2997,3501,19,946,Chiwawa,10019,3501,11.0465002
2998,3554,0,467, ,10339,5063,49.0000000
2999,3473,0,4807, ,10078,3617,43.8507996
3000,3489,0,810, ,0,0,0.0000000
3001,3500,0,823, ,10122,3993,27.0000000
3002,3563,0,7904, ,10090,3714,34.4262009
3003,3568,0,1997, ,10114,3957,37.3810997
3004,3437,0,860, ,10150,4033,17.0592995
3005,3556,0,955630, ,0,0,24.6758003
3006,3549,0,1106, ,10050,3698,0.0000000
3007,3599,0,2335, ,20284,4889,33.1837006
3008,3577,0,1444, ,10180,4316,42.1003990
3009,3543,0,3225, ,20088,4075,33.7014008
3010,3673,0,1727, ,10071,3760,1.0000000
3011,3576,0,959034, ,0,0,24.6851006
3012,3564,0,589, ,10240,4732,13.0000000
3013,3579,0,956971, ,0,0,15.5105000
3014,3584,0,426, ,10094,3781,1.0000000
3015,3585,0,7236, ,10348,5040,36.1688995
3016,3586,0,2698, ,20009,3647,2.4284699
3017,3578,0,3094, ,20088,4075,0.5581770
3018,3553,0,12390, ,10108,3808,35.2603989
3019,3377,0,2853, ,20009,3647,24.6081009
3020,3569,0,1438, ,10180,4316,36.9207001
3021,3401,0,1826, ,10071,3760,42.0229988
3022,3595,0,369, ,10037,3681,1.0027100
3023,3544,0,39507, ,20242,4717,25.9116001
3024,3598,0,1094, ,32695,1890,14.9863005
3025,3600,0,517, ,31377,657,3.0058000
3026,3542,0,1874, ,31943,919,15.1814003
3027,3601,0,552, ,31053,629,22.0000000
3028,3562,0,924, ,30159,43,9.0097399
3029,3572,0,381, ,0,0,0.0000000
3030,3604,0,1380, ,30904,487,16.0116005
3031,3567,0,816, ,32705,1811,10.0122995
3032,3580,0,2666, ,31655,715,14.1177998
3033,3602,0,4228, ,32885,1940,14.3065004
3034,3560,0,2606, ,10374,5121,20.0568008
3035,3583,0,960108, ,0,0,24.6592999
3036,3590,0,403, ,10094,3781,18.9057007
3037,3612,0,626, ,10240,4732,31.0000000
3038,3618,0,547, ,32414,1549,36.0000000
3039,3619,0,713, ,32577,1718,45.0000000
3040,3550,0,616, ,32471,1654,34.0551987
3041,3597,0,632, ,32471,1654,32.0505981
3042,3526,0,507, ,10147,4127,29.9407997
3043,3615,0,1145, ,10212,4503,27.9309998
3044,3607,0,514, ,10147,4127,2.0000000
3045,3624,0,146382, ,31883,1132,14.2063999
3046,3626,0,4682, ,20107,4153,4.6454501
3047,3627,0,464, ,10339,5063,1.0043100
3048,3487,0,3782, ,10067,3693,32.4878006
3049,3625,6,371,Upper Entiat,20006,3625,0.0000000
3050,3497,0,1086, ,10050,3698,23.0000000
3051,3637,13,564,Upper Entiat,10076,3764,0.0000000
3052,3587,0,15633, ,10127,3958,33.0354004
3053,3639,0,650, ,32757,2022,41.9353981
3054,3496,0,34971, ,10169,4232,36.4823990
3055,3644,0,1619, ,10160,4136,33.6114998
3056,3640,0,16384, ,10127,3958,33.3218002
3057,3605,0,570, ,32735,1963,21.0000000
3058,3515,0,1765, ,10071,3760,28.0158997
3059,3646,0,6287, ,10079,3782,37.8557014
3060,3649,0,5524, ,10069,3770,37.6268997
3061,3651,0,740, ,32577,1718,39.0000000
3062,3614,0,7072, ,10348,5040,1.6216100
3063,3653,0,139157, ,31883,1132,14.8528004
3064,3430,0,97454, ,10460,5513,27.5118008
3065,3606,0,958882, ,0,0,15.4858999
3066,3565,0,5994, ,10079,3782,43.0686989
3067,3650,0,1185, ,10212,4503,35.0294991
3068,3524,0,322160, ,0,0,26.6084995
3069,3641,0,444, ,10339,5063,25.0562992
3070,3656,0,1056484, ,0,0,16.5932007
3071,3666,0,348, ,32047,1371,26.0746994
3072,3621,0,884, ,32463,1576,33.0000000
3073,3633,0,4996, ,10078,3617,29.9545994
3074,3667,0,4993, ,10078,3617,38.8428001
3075,3663,0,349, ,0,0,0.0000000
3076,3622,0,2128, ,10412,5440,27.9901009
3077,3642,0,18456, ,20108,4143,34.3560982
3078,3647,9,2778,Upper Entiat,20009,3647,9.9513998
3079,3662,0,966470, ,0,0,24.6089993
3080,3674,24,616,Upper Entiat,20024,3674,17.0000000
3081,3676,0,358, ,10037,3681,4.0000000
3082,3677,0,431, ,10094,3781,41.0000000
3083,3678,0,963, ,10019,3501,36.0000000
3084,3613,0,963313, ,0,0,24.6340008
3085,3725,0,2681, ,10374,5121,19.6511993
3086,3684,0,356, ,10037,3681,0.0000000
3087,3608,0,6477, ,31620,772,13.9166002
3088,3685,0,4754, ,32549,1417,20.5631008
3089,3686,0,713, ,32038,1351,40.0560989
3090,3689,0,663, ,32757,2022,39.0000000
3091,3661,0,445, ,10339,5063,31.0000000
3092,3694,0,516, ,0,0,0.0000000
3093,3645,0,37244, ,10192,4328,36.0345993
3094,3665,0,457, ,10339,5063,3.0000000
3095,3681,37,365,Chiwawa,10037,3681,5.0137000
3096,3697,40,649,Chiwawa,10040,3697,14.0000000
3097,3682,0,1057197, ,0,0,16.5823994
3098,3566,0,2341, ,32912,2202,24.8701000
3099,3527,0,1551, ,10160,4136,26.0000000
3100,3630,0,1211, ,32597,1810,27.3789997
3101,3652,0,493, ,31868,1135,34.6897011
3102,3690,0,669, ,10040,3697,1.0014900
3103,3616,0,1691, ,10071,3760,6.0000000
3104,3702,0,1978, ,10114,3957,1.1521699
3105,3628,0,925, ,10150,4033,1.0000000
3106,3664,0,324344, ,0,0,26.4899998
3107,3706,0,1533, ,10160,4136,1.1683000
3108,3620,0,1853, ,10114,3957,32.7005005
3109,3691,0,1113, ,10050,3698,33.1995010
3110,3672,0,516, ,31868,1135,30.0580997
3111,3708,0,462, ,10339,5063,33.0713997
3112,3446,49,4002,Chiwawa,10049,3446,18.0000000
3113,3698,50,1139,Chiwawa,10050,3698,9.5838499
3114,3660,0,669, ,31860,1176,15.0000000
3115,3717,0,2776, ,20009,3647,6.0043201
3116,3718,0,1059, ,0,0,0.0000000
3117,3659,0,1445, ,10453,5460,26.0179996
3118,3715,0,365, ,10037,3681,0.0000000
3119,3671,0,677, ,32757,2022,4.0059099
3120,3699,0,4165, ,10049,3446,24.2994003
3121,3710,0,3095, ,20088,4075,31.1466999
3122,3727,0,354, ,10037,3681,7.0197701
3123,3724,0,395, ,31282,703,13.0328999
3124,3668,0,1810, ,32256,1418,32.9663010
3125,3732,0,1503, ,10180,4316,29.0193005
3126,3735,0,507, ,10383,5252,25.9487000
3127,3719,0,715, ,32137,1432,40.0000000
3128,3738,0,1314, ,32734,1885,40.9687996
3129,3733,0,2945, ,20009,3647,39.5997009
3130,3675,0,967856, ,0,0,24.5783997
3131,3730,0,3633, ,31763,948,19.4092999
3132,3743,0,7118, ,10348,5040,22.5060005
3133,3658,0,684, ,10040,3697,16.0000000
3134,3592,0,4202, ,10049,3446,35.3655014
3135,3745,0,391, ,10037,3681,1.0000000
3136,3705,0,4182, ,10049,3446,1.4545701
3137,3688,0,11832, ,31859,904,17.0972996
3138,3737,0,372, ,32298,1492,34.1828003
3139,3669,0,24476, ,32848,2134,33.1498985
3140,3611,0,1471, ,10180,4316,5.0068002
3141,3741,0,465, ,20102,4142,23.9398003
3142,3643,0,829, ,10122,3993,17.9566002
3143,3670,0,2774, ,20009,3647,23.8997993
3144,3739,0,425, ,10094,3781,1.0023500
3145,3701,0,516, ,0,0,0.0000000
3146,3519,0,5468, ,10069,3770,8.8527803
3147,3493,0,2404, ,20284,4889,5.0020800
3148,3836,0,1146, ,10212,4503,4.0000000
3149,3784,0,656, ,10040,3697,3.0000000
3150,3757,0,566, ,10072,3752,0.0000000
3151,3769,0,653, ,0,0,0.0000000
3152,3856,0,75756, ,20359,5196,21.4307995
3153,3731,0,1245, ,32654,1849,22.3936005
3154,3744,0,76529, ,20359,5196,21.2171001
3155,3752,72,543,Chiwawa,10072,3752,18.2651997
3156,3740,0,5568, ,10194,4476,22.3204002
3157,3763,0,61899, ,31052,613,7.0886798
3158,3764,76,560,Chiwawa,10076,3764,7.9857101
3159,3746,0,351, ,20235,4891,6.0170898
3160,3742,0,975050, ,0,0,24.5617008
3161,3766,0,526, ,0,0,0.0000000
3162,3693,67,3590,Chiwawa,10067,3693,33.9836006
3163,3760,71,1701,Chiwawa,10071,3760,20.7642994
3164,3748,0,637, ,20445,5507,12.0187998
3165,3771,0,373, ,32298,1492,33.0000000
3166,3790,0,866, ,10150,4033,34.0392990
3167,3776,0,61226, ,31052,613,7.1666002
3168,3777,0,511, ,10147,4127,0.0000000
3169,3770,69,5354,Chiwawa,10069,3770,30.1956997
3170,3778,68,347,Chiwawa,10068,3778,51.0000000
3171,3775,0,1296, ,10020,3534,33.8703995
3172,3779,70,5743,Chiwawa,10069,3770,31.5818005
3173,3780,0,975, ,10019,3501,49.0503006
3174,3781,94,428,Chiwawa,10094,3781,23.0536995
3175,3723,0,587, ,10240,4732,17.0000000
3176,3788,0,347, ,10037,3681,17.0000000
3177,3765,0,6549, ,20331,5249,23.2360992
3178,3796,0,423, ,10387,4792,43.1016998
3179,3797,0,753, ,31302,779,22.0291996
3180,3791,0,2342, ,32926,2074,18.3654995
3181,3783,0,453, ,10339,5063,22.0485992
3182,3703,0,8483, ,10379,5152,39.4724998
3183,3704,0,1060329, ,0,0,16.5498009
3184,3655,0,2420, ,32926,2074,21.9909000
3185,3798,0,4968, ,31367,647,27.2635002
3186,3753,0,1320, ,32849,1869,13.9893999
3187,3802,0,546, ,30805,383,17.0000000
3188,3747,0,5181, ,10078,3617,31.5354004
3189,3800,0,8961, ,10379,5152,38.5350990
3190,3782,79,6326,Chiwawa,10079,3782,31.8862991
3191,3617,78,4877,Chiwawa,10078,3617,28.4339008
3192,3654,28,6417,Upper Entiat,20028,3654,14.8878002
3193,3795,27,477,Upper Entiat,20027,3795,0.0000000
3194,3807,0,353, ,10037,3681,0.0000000
3195,3799,0,389, ,0,0,0.0000000
3196,3805,0,356, ,32898,2077,11.0000000
3197,3772,0,13696, ,30276,106,16.9276009
3198,3858,0,7571, ,10348,5040,5.7621198
3199,3812,0,1169, ,10212,4503,3.0000000
3200,3755,43,631,Upper Entiat,20043,3755,0.9984150
3201,3787,42,753,Upper Entiat,20042,3787,9.0119495
3202,3815,0,1855, ,10114,3957,14.0000000
3203,3816,0,456, ,0,0,0.0000000
3204,3449,0,7436, ,10348,5040,14.5937004
3205,3754,0,3758, ,10067,3693,19.2362995
3206,3793,0,530, ,10147,4127,4.0000000
3207,3803,0,393, ,10037,3681,0.0000000
3208,3720,0,1351, ,10020,3534,17.0125999
3209,3810,0,7849, ,10090,3714,23.8309002
3210,3789,0,1893, ,31943,919,19.0000000
3211,3825,0,2238, ,32926,2074,27.2252007
3212,3824,0,703, ,10040,3697,18.0000000
3213,3696,0,38823, ,10220,4494,34.7775002
3214,3828,0,7676, ,10348,5040,6.5364799
3215,3829,0,52329, ,31003,501,7.3541598
3216,3785,0,498, ,10147,4127,9.0180702
3217,3709,0,3788, ,10067,3693,23.0223999
3218,3801,0,8078, ,30806,445,27.0228004
3219,3838,0,1588, ,30728,440,45.0283012
3220,3758,0,1555, ,10160,4136,1.7440500
3221,3835,0,3116, ,20088,4075,0.3648910
3222,3830,0,392, ,10037,3681,0.0000000
3223,3841,0,929, ,10150,4033,6.0000000
3224,3814,0,1035, ,10019,3501,0.7516910
3225,3804,0,1892, ,31943,919,4.1183901
3226,3734,0,1224, ,10212,4503,4.1666698
3227,3809,31,7250,Upper Entiat,20031,3809,14.9563999
3228,3846,32,536,Upper Entiat,20032,3846,8.0000000
3229,3849,0,481, ,10339,5063,5.0000000
3230,3854,0,1653, ,10160,4136,0.2171810
3231,3826,0,707, ,32757,2022,17.0240002
3232,3842,0,2101, ,10412,5440,4.1270800
3233,3857,0,5701, ,10069,3770,25.3670006
3234,3859,0,5126, ,10078,3617,5.5146298
3235,3736,0,3484, ,10432,5421,25.3355007
3236,3820,0,1075970, ,0,0,16.4554996
3237,3728,0,8467, ,10379,5152,24.7663002
3238,3840,0,10866, ,31776,1181,31.9752007
3239,3850,0,1444, ,10180,4316,11.0151997
3240,3768,0,978530, ,0,0,24.5091000
3241,3869,0,73241, ,10366,5079,22.1149006
3242,3870,0,25794, ,32848,2134,32.9413986
3243,3806,0,14268, ,30276,106,35.7428017
3244,3872,0,617, ,10240,4732,0.0000000
3245,3861,0,550, ,10072,3752,0.0000000
3246,3817,0,14604, ,30276,106,16.6338005
3247,3865,0,647, ,10040,3697,18.0000000
3248,3876,0,848, ,10122,3993,0.4233490
3249,3879,0,5797, ,30360,119,15.6164999
3250,3851,0,435, ,0,0,0.0000000
3251,3873,0,1026, ,10019,3501,33.0915985
3252,3827,0,518, ,10147,4127,1.0019300
3253,3925,0,1497, ,10180,4316,3.0000000
3254,3847,0,333684, ,0,0,26.3582993
3255,3853,37,8010,Upper Entiat,20037,3853,15.1448002
3256,3884,44,475,Upper Entiat,20044,3884,6.0000000
3257,3843,41,809,Upper Entiat,20041,3843,0.0000000
3258,3845,0,5239, ,10078,3617,0.7346820
3259,3831,0,39875, ,10220,4494,34.2386017
3260,3893,0,67228, ,10325,4861,24.0356998
3261,3822,0,1184, ,10212,4503,8.0000000
3262,3885,0,1078248, ,0,0,16.4260998
3263,3818,55,1909,Upper Entiat,20055,3818,10.4975996
3264,3890,57,650,Upper Entiat,20057,3890,11.0169001
3265,3886,0,447, ,10339,5063,38.0000000
3266,3874,0,411, ,10094,3781,36.0000000
3267,3898,0,359, ,10037,3681,1.0000000
3268,3901,0,373, ,10037,3681,0.0000000
3269,3844,0,584, ,32735,1963,9.0000000
3270,3902,0,652, ,32757,2022,5.0000000
3271,3819,0,963, ,10019,3501,4.9896202
3272,3848,0,518, ,10147,4127,30.0578995
3273,3904,0,489, ,31377,657,16.0326996
3274,3907,0,625, ,31163,475,22.0000000
3275,3908,0,51522, ,10387,4792,7.4644599
3276,3909,0,693, ,10040,3697,0.0000000
3277,3911,0,471, ,30588,262,1.0148600
3278,3887,0,539, ,20013,3637,0.0000000
3279,3995,0,4779, ,10078,3617,29.0275993
3280,3912,0,429, ,10094,3781,7.9813499
3281,3917,0,6397, ,31620,772,17.5939999
3282,3915,0,1732, ,10071,3760,2.0011499
3283,3714,90,7781,Chiwawa,10090,3714,26.4456997
3284,3903,91,955,Chiwawa,10091,3903,23.0000000
3285,3924,0,346, ,10037,3681,1.0028900
3286,3905,0,1638, ,10160,4136,5.0177002
3287,3878,0,21093, ,31817,924,16.3020000
3288,3871,0,1004751, ,0,0,24.7168999
3289,3891,51,9724,Upper Entiat,20051,3891,14.7411003
3290,3933,54,374,Upper Entiat,20054,3933,0.0000000
3291,3931,0,21646, ,31817,924,16.2922001
3292,3934,0,499, ,32381,1610,17.0000000
3293,3936,0,374, ,32898,2077,23.0000000
3294,3937,0,4424, ,32549,1417,15.9710999
3295,3938,0,477, ,32724,1821,21.0000000
3296,3852,0,3938, ,10067,3693,8.7074699
3297,3860,0,1041, ,32943,2003,3.0000000
3298,3823,0,1534, ,10160,4136,4.5684500
3299,3947,0,3259, ,32594,1588,14.4626999
3300,3866,0,15264, ,20220,4700,32.4169998
3301,3954,0,1055, ,30773,430,19.9810009
3302,3951,0,13260, ,10108,3808,35.3476982
3303,3808,108,12988,Chiwawa,10108,3808,34.3208008
3304,3950,0,497, ,31377,657,7.0000000
3305,3875,0,15329, ,10127,3958,34.2167015
3306,3756,0,8717, ,10379,5152,8.7700996
3307,3952,0,1083467, ,0,0,16.3673000
3308,3957,114,1971,Chiwawa,10114,3957,17.1984005
3309,3989,0,638, ,31163,475,16.0251007
3310,3960,0,1551, ,10160,4136,30.9799995
3311,3962,0,5413, ,32698,1621,18.2835999
3312,3965,0,939, ,10150,4033,1.0000000
3313,3877,0,2352, ,32912,2202,27.5646000
3314,3895,62,4025,Upper Entiat,20062,3895,19.1331997
3315,3968,0,483, ,20102,4142,28.1159000
3316,3970,0,715, ,0,0,0.0000000
3317,3971,80,983,Upper Entiat,20080,3971,27.0000000
3318,3974,0,65071, ,10325,4861,24.7826004
3319,3953,0,719, ,20042,3787,2.9958301
3320,3977,0,2244, ,30480,206,12.7414999
3321,3978,0,1446, ,10180,4316,1.2586401
3322,3979,0,700, ,10040,3697,3.0085700
3323,3980,0,2388, ,30480,206,18.9920006
3324,3959,0,1496, ,32791,1671,11.7995005
3325,3948,0,471, ,10339,5063,28.9384003
3326,4026,0,1136, ,10050,3698,35.0307999
3327,3942,0,389, ,10037,3681,8.9768600
3328,3986,0,574, ,31053,629,21.0000000
3329,3961,0,17012, ,10130,4034,33.7420998
3330,3927,0,23068, ,31837,989,16.4323997
3331,3988,0,399, ,30533,235,15.9598999
3332,3964,0,1162, ,10212,4503,43.9621010
3333,3906,0,1936, ,10114,3957,36.0289001
3334,3976,0,1556, ,20064,4020,7.9434400
3335,3943,0,5117, ,10183,4063,8.1536102
3336,3939,119,423,Chiwawa,10119,3939,0.0000000
3337,3993,122,818,Chiwawa,10122,3993,11.6234999
3338,3991,118,358,Chiwawa,10118,3991,17.0475006
3339,3999,134,592,Chiwawa,10134,3999,0.0000000
3340,4002,0,3139, ,20088,4075,5.9971299
3341,4003,0,61898, ,31052,613,25.6159000
3342,4004,0,3537, ,10432,5421,32.4196014
3343,3867,0,10321, ,10234,4664,22.4925995
3344,4006,0,42434, ,10220,4494,27.3894997
3345,3868,0,1253, ,10212,4503,11.0087996
3346,4024,0,41117, ,10220,4494,27.9190006
3347,3987,0,17712, ,10130,4034,32.7812996
3348,3821,0,6451, ,10204,4498,16.2250996
3349,3919,0,928, ,0,0,0.0000000
3350,3990,0,3120, ,20088,4075,38.8846016
3351,3792,0,2137, ,10412,5440,16.9920006
3352,3923,107,9550,Chiwawa,10107,3923,28.4496994
3353,4012,111,357,Chiwawa,10111,4012,41.1147995
3354,3955,0,29170, ,10159,4169,33.6080017
3355,4011,0,491, ,10147,4127,15.0000000
3356,3916,0,1608, ,20064,4020,8.0939102
3357,3982,0,2161, ,10412,5440,29.5932007
3358,4018,0,1193, ,32597,1810,34.0284996
3359,4005,9999,438,Upper Entiat,10094,3781,1.0045700
3360,3998,0,6787, ,20028,3654,8.8175898
3361,4021,9999,370,Upper Entiat,10037,3681,4.0000000
3362,4023,0,596, ,20024,3674,6.9882598
3363,4001,0,426, ,10094,3781,7.0164299
3364,3928,0,1006849, ,0,0,24.6772003
3365,3926,0,745, ,20081,4150,11.4724998
3366,3984,0,483, ,32261,1110,12.9730997
3367,3881,0,1312, ,32712,1711,6.1371999
3368,3958,127,15466,Chiwawa,10127,3958,33.1444016
3369,4101,0,1352, ,10020,3534,2.0000000
3370,4031,0,2481, ,32536,1386,32.4849014
3371,4033,150,898,Chiwawa,10150,4033,27.0000000
3372,3935,0,584, ,10072,3752,4.1027398
3373,4036,0,769, ,20042,3787,3.9948001
3374,4037,0,399, ,10037,3681,9.9749403
3375,3892,0,41776, ,10220,4494,33.0273018
3376,4038,0,535, ,10072,3752,0.0000000
3377,4040,0,1082, ,10050,3698,2.0037000
3378,4041,0,49698, ,10387,4792,7.6798701
3379,4042,0,639, ,10240,4732,2.0000000
3380,4028,0,3328, ,10432,5421,28.6483994
3381,4035,0,60682, ,31052,613,25.8792000
3382,4045,0,785, ,10122,3993,16.0203991
3383,4046,0,58731, ,31052,613,26.1555996
3384,3975,0,57889, ,31052,613,26.2334003
3385,4047,0,986, ,10019,3501,30.0303993
3386,4044,0,39240, ,10220,4494,27.9109001
3387,3956,0,1157, ,10212,4503,30.7544994
3388,3972,73,5457,Upper Entiat,20073,3972,21.6912003
3389,3932,72,10512,Upper Entiat,20072,3932,14.9715996
3390,4048,0,1736, ,10071,3760,19.1140995
3391,4054,0,575, ,0,0,0.0000000
3392,4049,0,981, ,20205,4497,34.3456001
3393,4013,0,30536, ,10159,4169,33.0607986
3394,4043,0,355, ,0,0,0.0000000
3395,4030,0,24877, ,20118,4242,27.7768002
3396,3913,0,991, ,10019,3501,5.9939499
3397,4039,0,1139328, ,0,0,16.8759003
3398,3832,0,5712, ,10069,3770,20.8234997
3399,3983,0,529, ,31377,657,4.0226798
3400,4059,0,344, ,0,0,0.0000000
3401,4071,0,33334, ,10169,4232,28.5338993
3402,4057,0,4362, ,20107,4153,25.6047993
3403,4009,0,504, ,10147,4127,4.0079398
3404,3922,0,940, ,0,0,0.0000000
3405,4058,0,1139771, ,0,0,16.8705006
3406,3969,0,3627, ,10067,3693,29.3267002
3407,4060,0,5058, ,10183,4063,23.2616005
3408,4029,0,1075, ,10050,3698,16.9841995
3409,4065,0,372, ,10118,3991,16.0000000
3410,3889,0,1380, ,10020,3534,19.0137997
3411,4068,0,47514, ,10387,4792,7.9869699
3412,3900,0,1563, ,10160,4136,0.9993600
3413,4061,0,4251, ,10049,3446,25.4971008
3414,4069,0,515, ,10147,4127,6.0000000
3415,4070,0,3552, ,10432,5421,7.0883999
3416,4072,0,6587, ,10204,4498,6.8557801
3417,4073,0,875, ,10150,4033,5.0285702
3418,4074,0,28705, ,10142,4077,29.0639000
3419,4020,64,1604,Upper Entiat,20064,4020,9.1471300
3420,4034,130,16633,Chiwawa,10130,4034,33.2905998
3421,4014,129,10201,Chiwawa,10107,3923,28.0730000
3422,4076,67,444,Upper Entiat,20067,4076,0.0000000
3423,4052,0,1007906, ,0,0,24.6686993
3424,4017,0,761, ,10163,4168,1.0026300
3425,4066,0,6665, ,20149,4377,25.7784004
3426,4015,0,471, ,0,0,0.0000000
3427,4032,0,1891, ,10114,3957,7.5716600
3428,4016,0,2687, ,32536,1386,18.5634995
3429,4050,0,817, ,0,0,0.0000000
3430,4091,0,980, ,10019,3501,8.0000000
3431,4092,0,747, ,10163,4168,20.9719009
3432,4093,0,565, ,10072,3752,28.0000000
3433,4096,0,7156, ,30903,481,25.4039993
3434,4097,0,1723, ,32256,1418,47.0731010
3435,3920,0,1500, ,10180,4316,40.0266991
3436,4081,0,426, ,10094,3781,34.9178009
3437,4056,0,31226, ,10159,4169,32.7999001
3438,4104,0,5734, ,10069,3770,37.6666985
3439,4077,142,27223,Chiwawa,10142,4077,32.3657990
3440,4107,156,494,Chiwawa,10156,4107,36.2186012
3441,3896,0,2105, ,10412,5440,6.9966698
3442,4087,0,581, ,10072,3752,0.0000000
3443,4109,0,441, ,10339,5063,1.0000000
3444,4110,0,545, ,10072,3752,3.0000000
3445,4112,0,554, ,10072,3752,11.0000000
3446,4114,0,3724, ,10067,3693,7.9691200
3447,4116,0,407, ,10094,3781,8.0000000
3448,4118,0,1415, ,10180,4316,35.9746017
3449,4119,0,26948, ,10142,4077,28.8789997
3450,4120,0,26279, ,20118,4242,29.3992004
3451,4117,0,628, ,10240,4732,8.0000000
3452,4132,0,2386, ,32506,1620,12.9862003
3453,4083,0,616, ,10240,4732,5.0081201
3454,4055,0,740, ,32797,1884,10.0000000
3455,4082,0,26693, ,10142,4077,26.2950001
3456,4064,0,1141465, ,0,0,16.8584995
3457,4108,148,27802,Chiwawa,10142,4077,32.5144005
3458,4123,0,471, ,32724,1821,22.0000000
3459,4080,0,426, ,31538,692,23.0000000
3460,4127,147,492,Chiwawa,10147,4127,58.8801003
3461,4128,0,5734, ,30729,349,23.0473003
3462,4131,0,1416, ,10180,4316,10.9921999
3463,4000,0,1028, ,20241,4906,14.0000000
3464,4134,0,1386, ,30707,344,16.9820004
3465,4106,0,993, ,10019,3501,1.9979900
3466,4051,93,17286,Upper Entiat,20093,4051,18.3159008
3467,4140,0,1009255, ,0,0,24.6480999
3468,4142,102,475,Upper Entiat,20102,4142,21.0000000
3469,4125,0,410, ,10094,3781,2.0000000
3470,4133,0,1333, ,10020,3534,8.0059996
3471,4139,0,608, ,20445,5507,12.1381998
3472,4147,0,2095, ,10412,5440,3.4964199
3473,4189,0,837, ,32705,1811,7.0000000
3474,4067,0,3107, ,20088,4075,18.7215996
3475,4099,0,10491, ,20072,3932,26.1870003
3476,4075,88,3061,Upper Entiat,20088,4075,12.3035002
3477,4138,0,6336, ,10079,3782,24.8787994
3478,4124,0,1168500, ,0,0,17.0734997
3479,4129,0,387, ,10037,3681,7.0000000
3480,4199,98,1024,Upper Entiat,20098,4199,7.9921899
3481,4148,0,423, ,10094,3781,9.0212803
3482,4158,0,2190, ,0,0,0.0000000
3483,4160,0,3215, ,32044,916,18.5328007
3484,4161,0,2087, ,31248,559,26.3052006
3485,4164,0,674, ,0,0,0.0000000
3486,4126,154,28572,Chiwawa,10142,4077,33.3428993
